-Cp        Points_0        Points_1        Points_2
-0.0763224        26.9997        18.0877        0
-0.0750189        26.9998        17.6178        0
-0.077895        26.9998        17.1591        0
-0.0742127        26.9999        16.7115        0
-0.0748843        26.9999        16.2747        0
-0.0784327        27        15.8483        0
-0.0760539        27        15.4322        0
-0.07979        27        15.0261        0
-0.0718339        27.0001        14.6298        0
-0.0630038        27.0001        14.2429        0
-0.0612972        27.0001        13.8654        0
-0.0555181        27.0001        13.4969        0
-0.051567        27.0002        13.1373        0
-0.0452505        27.0002        12.7863        0
-0.0420386        27.0002        12.4438        0
-0.0327253        27.0002        12.1095        0
-0.0287065        27.0002        11.7832        0
-0.0215435        27.0002        11.4647        0
-0.0197155        27.0002        11.1539        0
-0.0137486        27.0003        10.8506        0
-0.0159659        27.0003        10.5546        0
-0.0110593        27.0003        10.2657        0
-0.0123228        27.0003        9.98367        0
-0.014907        27.0003        9.70846        0
-0.0125012        27.0003        9.43986        0
-0.0142728        27.0003        9.17771        0
-0.014797        27.0003        8.92187        0
-0.0195678        27.0003        8.67216        0
-0.0206294        27.0003        8.42846        0
-0.0260458        27.0003        8.19062        0
-0.0265296        27.0003        7.95848        0
-0.0331553        27.0003        7.73193        0
-0.0366357        27.0003        7.51082        0
-0.0380337        27.0003        7.29502        0
-0.0378187        27.0003        7.0844        0
-0.0369721        27.0003        6.87885        0
-0.0337195        27.0003        6.67823        0
-0.0310046        27.0003        6.48243        0
-0.0279273        27.0003        6.29134        0
-0.0276853        27.0003        6.10484        0
-0.0266238        27.0003        5.92282        0
-0.0258038        27.0003        5.74517        0
-0.0263277        27.0003        5.57179        0
-0.0217047        27.0003        5.40257        0
-0.0204685        27.0003        5.23742        0
-0.0259516        27.0003        5.07624        0
-0.0285854        27.0002        4.91893        0
-0.0291635        27.0002        4.7654        0
-0.02786        27.0002        4.61556        0
-0.0266638        27.0002        4.46932        0
-0.0288007        27.0002        4.32659        0
-0.0329669        27.0002        4.18729        0
-0.0380468        27.0002        4.05134        0
-0.037496        27.0002        3.91865        0
-0.0352515        27.0002        3.78916        0
-0.0347007        27.0002        3.66277        0
-0.0355475        27.0002        3.53942        0
-0.0375364        27.0002        3.41903        0
-0.0392433        27.0002        3.30154        0
-0.040896        27.0002        3.18686        0
-0.0381141        27.0002        3.07495        0
-0.0379129        27.0002        2.96572        0
-0.0362595        27.0002        2.85912        0
-0.0330207        27.0002        2.75507        0
-0.0324426        27.0002        2.65353        0
-0.0307899        27.0002        2.55443        0
-0.0330072        27.0002        2.4577        0
-0.034956        27.0002        2.3633        0
-0.0332357        27.0002        2.27117        0
-0.0301984        27.0002        2.18126        0
-0.0286527        27.0002        2.0935        0
-0.0278465        27.0002        2.00785        0
-0.0271746        27.0002        1.92426        0
-0.0281154        27.0002        1.84268        0
-0.0289754        27.0002        1.76305        0
-0.0285319        27.0002        1.68534        0
-0.0294057        27.0002        1.6095        0
-0.0325907        27.0001        1.53548        0
-0.0332626        27.0001        1.46324        0
-0.0351172        27.0001        1.39273        0
-0.0354533        27.0001        1.32392        0
-0.0353053        27.0001        1.25676        0
-0.0343242        27.0001        1.19121        0
-0.0327656        27.0001        1.12724        0
-0.0321068        27.0001        1.06481        0
-0.028438        27.0001        1.00387        0
-0.0282765        27.0001        0.944401        0
-0.0280884        27.0001        0.886359        0
-0.0267846        27.0001        0.829712        0
-0.0267581        27.0001        0.774425        0
-0.02571        27.0001        0.720467        0
-0.0269731        27.0001        0.667806        0
-0.0296473        27.0001        0.616409        0
-0.0316095        27.0001        0.566247        0
-0.0320126        27.0001        0.517291        0
-0.0297953        27.0001        0.46951        0
-0.0292307        27.0001        0.422878        0
-0.0267039        27.0001        0.377366        0
-0.0241104        27.0001        0.332947        0
-0.0231697        27.0001        0.289596        0
-0.021772        27.0001        0.247286        0
-0.0212612        27.0001        0.205992        0
-0.0210462        27.0001        0.165691        0
-0.0202532        27.0001        0.126357        0
-0.0197155        27.0001        0.0879692        0
-0.0197155        27.0001        0.0505033        0
-0.0204951        27.0001        0.0139375        0
-0.0221751        27.0001        -0.0217499        0
-0.0225782        27.0001        -0.0565798        0
-0.0222424        27.0001        -0.0905729        0
-0.02278        27.0001        -0.123749        0
-0.02364        27.0001        -0.156129        0
-0.022417        27.0001        -0.18773        0
-0.0214628        27.0001        -0.218573        0
-0.0209254        27.0001        -0.248674        0
-0.020522        27.0001        -0.278052        0
-0.019057        27.0001        -0.306724        0
-0.0172963        27.0001        -0.334707        0
-0.0165171        27.0001        -0.362019        0
-0.0154283        27.0001        -0.388674        0
-0.0142459        27.0001        -0.414688        0
-0.0134394        27.0001        -0.440078        0
-0.0124048        27.0001        -0.464857        0
-0.0113429        27.0001        -0.489042        0
-0.0113429        27.0001        -0.512645        0
-0.011746        27.0001        -0.535681        0
-0.0120417        27.0001        -0.558164        0
-0.0128617        27.0001        -0.580106        0
-0.0131168        27.0001        -0.601522        0
-0.0130898        27.0001        -0.622423        0
-0.0138294        27.0001        -0.642821        0
-0.013184        27.0001        -0.66273        0
-0.0136948        27.0001        -0.68216        0
-0.0134529        27.0001        -0.701124        0
-0.0131571        27.0001        -0.719632        0
-0.0134798        27.0001        -0.737695        0
-0.0140306        27.0001        -0.755324        0
-0.0154821        27.0001        -0.77253        0
-0.0166113        27.0001        -0.789323        0
-0.0176863        27.0001        -0.805712        0
-0.0192317        27.0001        -0.821707        0
-0.0205355        27.0001        -0.837318        0
-0.0215836        27.0001        -0.852554        0
-0.0225512        27.0001        -0.867424        0
-0.0231293        27.0001        -0.881936        0
-0.0236669        27.0001        -0.8961        0
-0.0241104        27.0001        -0.909924        0
-0.0245673        27.0001        -0.923415        0
-0.0252796        27.0001        -0.936583        0
-0.0258439        27.0001        -0.949434        0
-0.0262874        27.0001        -0.961976        0
-0.02657        27.0001        -0.974217        0
-0.0267981        27.0001        -0.986164        0
-0.0267039        27.0001        -0.997824        0
-0.0267039        27.0001        -1.0092        0
-0.0263143        27.0001        -1.02031        0
-0.0260592        27.0001        -1.03115        0
-0.025965        27.0001        -1.04173        0
-0.02571        27.0001        -1.05205        0
-0.0256157        27.0001        -1.06213        0
-0.0251185        27        -1.07197        0
-0.0241642        27        -1.08156        0
-0.0237743        27        -1.09093        0
-0.0236131        27        -1.10007        0
-0.0233042        27        -1.109        0
-0.0232504        27        -1.11771        0
-0.0230082        27        -1.12621        0
-0.0224035        27        -1.1345        0
-0.0220674        27        -1.1426        0
-0.0214496        27        -1.1505        0
-0.0208985        27        -1.15821        0
-0.0204951        27        -1.16574        0
-0.0198501        27        -1.17308        0
-0.0190439        27        -1.18025        0
-0.0185197        27        -1.18725        0
-0.0182505        27        -1.19408        0
