-Cp    Points_0    Points_1    Points_2
-0.0570638    27.0002    13.1373    0
-0.0560019    27.0002    12.7863    0
-0.0552092    27.0002    12.4438    0
-0.0543223    27.0002    12.1095    0
-0.0533008    27.0002    11.7832    0
-0.0521316    27.0002    11.4647    0
-0.0509354    27.0002    11.1539    0
-0.0498335    27.0003    10.8506    0
-0.0488524    27.0003    10.5546    0
-0.0478712    27.0003    10.2657    0
-0.0469439    27.0003    9.98367    0
-0.046124    27.0003    9.70846    0
-0.0453582    27.0003    9.43986    0
-0.0444982    27.0003    9.17771    0
-0.0436917    27.0003    8.92187    0
-0.0428583    27.0003    8.67216    0
-0.0419982    27.0003    8.42846    0
-0.0412456    27.0003    8.19062    0
-0.0406275    27.0003    7.95848    0
-0.0399421    27.0003    7.73193    0
-0.0392433    27.0003    7.51082    0
-0.0385175    27.0003    7.29502    0
-0.0378456    27.0003    7.0844    0
-0.0372541    27.0003    6.87885    0
-0.036676    27.0003    6.67823    0
-0.0361653    27.0003    6.48243    0
-0.0356949    27.0003    6.29134    0
-0.0351441    27.0003    6.10484    0
-0.0346603    27.0003    5.92282    0
-0.0342034    27.0003    5.74517    0
-0.0337464    27.0003    5.57179    0
-0.033303    27.0003    5.40257    0
-0.0328326    27.0003    5.23742    0
-0.0323488    27.0003    5.07624    0
-0.0319322    27.0002    4.91893    0
-0.0315288    27.0002    4.7654    0
-0.0311661    27.0002    4.61556    0
-0.0307765    27.0002    4.46932    0
-0.0304269    27.0002    4.32659    0
-0.0301042    27.0002    4.18729    0
-0.0297953    27.0002    4.05134    0
-0.0294592    27.0002    3.91865    0
-0.0291635    27.0002    3.78916    0
-0.0289219    27.0002    3.66277    0
-0.0287334    27.0002    3.53942    0
-0.0285319    27.0002    3.41903    0
-0.0283304    27.0002    3.30154    0
-0.0281285    27.0002    3.18686    0
-0.0279808    27.0002    3.07495    0
-0.0278869    27.0002    2.96572    0
-0.0278061    27.0002    2.85912    0
-0.0277389    27.0002    2.75507    0
-0.0276719    27.0002    2.65353    0
-0.0275646    27.0002    2.55443    0
-0.0274703    27.0002    2.4577    0
-0.0272954    27.0002    2.3633    0
-0.0271611    27.0002    2.27117    0
-0.0269865    27.0002    2.18126    0
-0.0268385    27.0002    2.0935    0
-0.0266638    27.0002    2.00785    0
-0.0264892    27.0002    1.92426    0
-0.0263143    27.0002    1.84268    0
-0.026113    27.0002    1.76305    0
-0.0259112    27.0002    1.68534    0
-0.0257497    27.0002    1.6095    0
-0.0255754    27.0001    1.53548    0
-0.0254139    27.0001    1.46324    0
-0.0252662    27.0001    1.39273    0
-0.0251185    27.0001    1.32392    0
-0.0249973    27.0001    1.25676    0
-0.0248762    27.0001    1.19121    0
-0.0247958    27.0001    1.12724    0
-0.024742    27.0001    1.06481    0
-0.0246615    27.0001    1.00387    0
-0.0246346    27.0001    0.944401    0
-0.0245808    27.0001    0.886359    0
-0.0245539    27.0001    0.829712    0
-0.0245135    27.0001    0.774425    0
-0.0244866    27.0001    0.720467    0
-0.0244328    27.0001    0.667806    0
-0.0243924    27.0001    0.616409    0
-0.024352    27.0001    0.566247    0
-0.024312    27.0001    0.517291    0
-0.0242584    27.0001    0.46951    0
-0.0242181    27.0001    0.422878    0
-0.0241642    27.0001    0.377366    0
-0.0241239    27.0001    0.332947    0
-0.0240431    27.0001    0.289596    0
-0.0239893    27.0001    0.247286    0
-0.0239355    27.0001    0.205992    0
-0.0238951    27.0001    0.165691    0
-0.0238281    27.0001    0.126357    0
-0.0237746    27.0001    0.0879692    0
-0.0237073    27.0001    0.0505033    0
-0.0236535    27.0001    0.0139375    0
-0.0235862    27.0001    -0.0217499    0
-0.0235189    27.0001    -0.0565798    0
-0.0234516    27.0001    -0.0905729    0
-0.0233843    27.0001    -0.123749    0
-0.0233039    27.0001    -0.156129    0
-0.0232369    27.0001    -0.18773    0
-0.0231697    27.0001    -0.218573    0
-0.0231158    27.0001    -0.248674    0
-0.0230351    27.0001    -0.278052    0
-0.0229812    27.0001    -0.306724    0
-0.0229143    27.0001    -0.334707    0
-0.0228604    27.0001    -0.362019    0
-0.0228066    27.0001    -0.388674    0
-0.0227531    27.0001    -0.414688    0
-0.0226858    27.0001    -0.440078    0
-0.022632    27.0001    -0.464857    0
-0.0225782    27.0001    -0.489042    0
-0.0225243    27.0001    -0.512645    0
-0.0224708    27.0001    -0.535681    0
-0.0224304    27.0001    -0.558164    0
-0.0223766    27.0001    -0.580106    0
-0.0223362    27.0001    -0.601522    0
-0.0222962    27.0001    -0.622423    0
-0.0222693    27.0001    -0.642821    0
-0.0222154    27.0001    -0.66273    0
-0.0221751    27.0001    -0.68216    0
-0.0221347    27.0001    -0.701124    0
-0.0221078    27.0001    -0.719632    0
-0.0220539    27.0001    -0.737695    0
-0.022027    27.0001    -0.755324    0
-0.0220001    27.0001    -0.77253    0
-0.0219735    27.0001    -0.789323    0
-0.0219335    27.0001    -0.805712    0
-0.02192    27.0001    -0.821707    0
-0.0218931    27.0001    -0.837318    0
-0.0218662    27.0001    -0.852554    0
-0.0218393    27.0001    -0.867424    0
-0.0218258    27.0001    -0.881936    0
-0.0217989    27.0001    -0.8961    0
-0.0217854    27.0001    -0.909924    0
-0.0217585    27.0001    -0.923415    0
-0.0217316    27.0001    -0.936583    0
-0.0217047    27.0001    -0.949434    0
-0.0216912    27.0001    -0.961976    0
-0.0216643    27.0001    -0.974217    0
-0.0216509    27.0001    -0.986164    0
-0.0216239    27.0001    -0.997824    0
-0.0216105    27.0001    -1.0092    0
-0.0215836    27.0001    -1.02031    0
-0.0215701    27.0001    -1.03115    0
-0.0215435    27.0001    -1.04173    0
-0.0215301    27.0001    -1.05205    0
-0.0215166    27.0001    -1.06213    0
-0.0215031    27    -1.07197    0
-0.0214762    27    -1.08156    0
-0.0214762    27    -1.09093    0
-0.0214493    27    -1.10007    0
-0.0214359    27    -1.109    0
-0.0214224    27    -1.11771    0
-0.0214089    27    -1.12621    0
-0.021382    27    -1.1345    0
-0.021382    27    -1.1426    0
-0.0213689    27    -1.1505    0
-0.0213554    27    -1.15821    0
-0.0213285    27    -1.16574    0
-0.0213285    27    -1.17308    0
-0.0213151    27    -1.18025    0
-0.0213016    27    -1.18725    0
-0.0212881    27    -1.19408    0
-0.0212881    27    -1.20074    0
-0.0212612    27    -1.20725    0
-0.0212478    27    -1.21359    0
-0.0212343    27    -1.21979    0
-0.0212343    27    -1.22584    0
-0.0212209    27    -1.23174    0
-0.0212209    27    -1.2375    0
-0.0211939    27    -1.24312    0
-0.0211939    27    -1.24861    0
-0.0211805    27    -1.25396    0
-0.021167    27    -1.25919    0
-0.0211536    27    -1.26429    0
-0.0211536    27    -1.26927    0
-0.0211266    27    -1.27412    0
-0.0211266    27    -1.27887    0
-0.0211132    27    -1.28349    0
-0.0211132    27    -1.28801    0
-0.0210997    27    -1.29242    0
-0.0210997    27    -1.29672    0
-0.0210866    27    -1.30092    0
-0.0210866    27    -1.30502    0
-0.0210731    27    -1.30902    0
-0.0210731    27    -1.31292    0
-0.0210597    27    -1.31673    0
-0.0210731    27    -1.32045    0
-0.0210462    27    -1.32408    0
-0.0210462    27    -1.32762    0
-0.0210328    27    -1.33107    0
-0.0210328    27    -1.33445    0
-0.0210193    27    -1.33774    0
-0.0210193    27    -1.34095    0
-0.0210058    27    -1.34409    0
-0.0210058    27    -1.34715    0
-0.0209924    27    -1.35014    0
-0.0210058    27    -1.35305    0
-0.0209927    27    -1.3559    0
-0.0209927    27    -1.35868    0
-0.0209793    27    -1.36139    0
-0.0209924    27    -1.36403    0
-0.0209789    27    -1.36661    0
-0.0209789    27    -1.36913    0
-0.0209655    27    -1.37159    0
-0.0209655    27    -1.37399    0
-0.0209386    27    -1.37633    0
-0.020952    27    -1.37862    0
-0.0209386    27    -1.38085    0
-0.0209386    27    -1.38303    0
-0.0209251    27    -1.38515    0
-0.0209386    27    -1.38723    0
-0.0209251    27    -1.38925    0
-0.0209251    27    -1.39123    0
-0.020912    27    -1.39315    0
-0.0209254    27    -1.39504    0
-0.020912    27    -1.39687    0
-0.0209254    27    -1.39867    0
-0.020912    27    -1.40041    0
-0.020912    27    -1.40212    0
-0.0208985    27    -1.40379    0
-0.020912    27    -1.40542    0
-0.0208985    27    -1.407    0
-0.020912    27    -1.40855    0
-0.0208985    27    -1.41006    0
-0.0208985    27    -1.41154    0
-0.0208716    27    -1.41298    0
-0.0208851    27    -1.41439    0
-0.0208716    27    -1.41576    0
-0.0208847    27    -1.4171    0
-0.0208716    27    -1.4184    0
-0.0208851    27    -1.41968    0
-0.0208716    27    -1.42092    0
-0.0208851    27    -1.42214    0
-0.0208716    27    -1.42332    0
-0.0208851    27    -1.42448    0
-0.0208581    27    -1.42561    0
-0.0208716    27    -1.42671    0
-0.0208581    27    -1.42779    0
-0.0208716    27    -1.42884    0
-0.0208447    27    -1.42986    0
-0.0208581    27    -1.43086    0
-0.0208447    27    -1.43186    0
-0.0208581    27    -1.43289    0
-0.0208312    27    -1.43394    0
-0.0208447    27    -1.43501    0
-0.0208312    27    -1.43611    0
-0.0208581    27    -1.43724    0
-0.0208312    27    -1.4384    0
-0.0208447    27    -1.43959    0
-0.0208312    27    -1.4408    0
-0.0208581    27    -1.44205    0
-0.0208312    27    -1.44332    0
-0.0208447    27    -1.44463    0
-0.0208178    27    -1.44597    0
-0.0208312    27    -1.44734    0
-0.0208043    27    -1.44874    0
-0.0208312    27    -1.45018    0
-0.0208043    27    -1.45166    0
-0.0208312    27    -1.45317    0
-0.0208043    27    -1.45472    0
-0.0208178    27    -1.45631    0
-0.0207908    27    -1.45793    0
-0.0208178    27    -1.4596    0
-0.0207908    27    -1.46131    0
-0.0208043    27    -1.46306    0
-0.0207774    27    -1.46485    0
-0.0208043    27    -1.46669    0
-0.0207774    27    -1.46857    0
-0.0207908    27    -1.4705    0
-0.0207639    27    -1.47247    0
-0.0207908    27    -1.4745    0
-0.0207639    27    -1.47657    0
-0.0207908    27    -1.4787    0
-0.0207505    27    -1.48087    0
-0.0207774    27    -1.4831    0
-0.020737    27    -1.48539    0
-0.0207639    27    -1.48773    0
-0.020737    27    -1.49013    0
-0.0207639    27    -1.49259    0
-0.0207236    27    -1.49511    0
-0.0207639    27    -1.49769    0
-0.0207236    27    -1.50034    0
-0.0207505    27    -1.50305    0
-0.0207101    27    -1.50583    0
-0.020737    27    -1.50867    0
-0.0206832    27    -1.51159    0
-0.0207236    27    -1.51457    0
-0.0206832    27    -1.51764    0
-0.0207236    27    -1.52077    0
-0.0206697    27    -1.52398    0
-0.0206966    27    -1.52728    0
-0.0206428    27    -1.53065    0
-0.0206832    27    -1.53411    0
-0.0206428    27    -1.53765    0
-0.0206832    27    -1.54128    0
